country_code,year,political_stability,gdp_per_capita
GHA,2021,-0.1622488,2445.18662529344
GHA,2022,-0.1877453,2229.89122647803
GIB,2015,,
GIB,2016,,
GIB,2017,,
GIB,2018,,
GIB,2019,,
GIB,2020,,
GIB,2021,,
GIB,2022,,
GIN,2015,-0.7463171,747.356966759448
GIN,2016,-0.577628599999999,711.996509782316
GIN,2017,-0.800407099999999,833.598621691121
GIN,2018,-0.930512799999999,933.273615633705
GIN,2019,-0.857881799999999,1031.34146480732
GIN,2020,-1.0877324,1053.66097696415
GIN,2021,-1.0159308,1244.96550477914
GIN,2022,-0.813667399999999,1416.59612011764
GMB,2015,-0.210501599999999,619.536364296461
GMB,2016,-0.446274,650.056501323611
GMB,2017,-0.196953699999999,642.522641296331
GMB,2018,-0.115459499999999,696.219806960615
GMB,2019,0.0678807,738.186751987483
GMB,2020,0.1363877,720.335143352133
GMB,2021,0.0231959,781.890925169531
GMB,2022,0.1344853,836.244875868476
GNB,2015,-0.5875693,645.066837207039
GNB,2016,-0.5084519,679.665386626818
GNB,2017,-0.582037399999999,783.123186602022
GNB,2018,-0.649365499999999,808.531613218504
GNB,2019,-0.4638332,811.216425885129
GNB,2020,-0.2838803,846.915855715971
GNB,2021,-0.3001867,926.780921081233
GNB,2022,-0.360252199999999,883.199131457831
GNQ,2015,-0.5106021,9068.91003238645
GNQ,2016,-0.404997699999999,7453.19797948517
GNQ,2017,-0.3950453,7809.10465655488
GNQ,2018,-0.3808707,8102.47084834031
GNQ,2019,-0.3400881,6804.14923073888
GNQ,2020,-0.380621,5764.05502912947
GNQ,2021,-0.3214725,6945.63069794539
GNQ,2022,-0.3481526,7589.29964909381
GRC,2015,-0.1201405,17980.7298238137
GRC,2016,-0.1537754,17919.2426377048
GRC,2017,0.00694,18631.9930129293
GRC,2018,0.351321,19873.4015238771
GRC,2019,0.2789347,19335.3602002969
GRC,2020,0.2996221,17886.733165236
GRC,2021,0.2270172,20654.7001960815
GRC,2022,0.236947,20886.5243087629
GRD,2015,0.5941324,8694.12438005692
GRD,2016,0.9130972,9221.23461079424
GRD,2017,0.9134729,9751.42661155932
GRD,2018,0.9161154,10083.021279225
GRD,2019,0.9169085,10462.7929159533
GRD,2020,1.0425879,8968.55890108484
GRD,2021,1.0408786,9617.28902905373
GRD,2022,1.2048361,10469.3867012856
GRL,2015,1.7576068,44536.3549705377
GRL,2016,1.7522673,48181.7453541266
GRL,2017,1.7529215,50765.7494665372
GRL,2018,1.7575234,54545.135857765
GRL,2019,1.7589045,53309.2035905065
GRL,2020,1.7581458,54812.6661771023
GRL,2021,1.7551692,58135.9939910203
GRL,2022,1.2502225,55635.0006491223
GTM,2015,-0.690917999999999,3893.50533299068
GTM,2016,-0.6431273,4060.13784737643
GTM,2017,-0.700759599999999,4324.99768915601
GTM,2018,-0.6836211,4352.94593289707
GTM,2019,-0.6944184,4511.99839552697
GTM,2020,-0.563868399999999,4477.61785000665
GTM,2021,-0.5740791,4912.62240414681
GTM,2022,-0.3005447,5358.70156997677
GUF,2015,0.3161713,
GUF,2016,0.3131355,
GUF,2017,0.3135074,
GUF,2018,0.3161239,
GUF,2019,0.2573287,
GUF,2020,0.3817679,
GUF,2021,0.3800755,
GUF,2022,0.5424152,
GUM,2015,0.8160725,35165.7014644795
GUM,2016,0.6519602,35930.6594898711
GUM,2017,0.8126545,36779.0078903909
GUM,2018,0.9368685,37195.9503070464
GUM,2019,0.9450797,39274.9431424899
GUM,2020,0.9970127,36482.9363953675
GUM,2021,0.9953332,38074.8793745801
GUM,2022,0.9982241,41833.1517132825
GUY,2015,-0.150202,5640.41560569466
GUY,2016,-0.00540029999999999,5870.87823759835
GUY,2017,-0.0051392,6178.6650437298
GUY,2018,-0.0410701,6048.38697180418
GUY,2019,-0.0594026999999999,6405.82443444562
GUY,2020,-0.00729659999999999,6775.70939096303
GUY,2021,-0.0281476999999999,9860.87014834386
GUY,2022,0.210713,17913.4928066879
HIC,2015,,36586.4346902662
HIC,2016,,37057.8096501124
HIC,2017,,38776.5615949516
HIC,2018,,41094.8560877186
HIC,2019,,41342.2066107349
HIC,2020,,40108.2348602411
HIC,2021,,45081.6648348438
HIC,2022,,46553.1150181383
HKG,2015,0.8753195,42432.1619740441
HKG,2016,0.6672047,43734.1980702999
HKG,2017,0.6833963,46160.429791493
HKG,2018,0.7617643,48537.5668888343
HKG,2019,-0.1843167,48359.0011950597
HKG,2020,0.0079016,46109.2299946609
HKG,2021,0.2186871,49770.5642374739
HKG,2022,0.3891702,48825.8441873536
HND,2015,-0.6604916,2271.20265980349
HND,2016,-0.7047922,2307.34468351082
HND,2017,-0.9065696,2413.0076562942
HND,2018,-0.864353599999999,2464.64241531918
HND,2019,-0.827137599999999,2502.32744328073
HND,2020,-0.666353099999999,2307.61494319511
HND,2021,-0.806377,2735.14751503977
HND,2022,-0.4781621,3003.28996826399
HPC,2015,,917.296109229181
HPC,2016,,894.708764701024
HPC,2017,,943.132832332498
HPC,2018,,985.478210719267
HPC,2019,,983.900062178744
HPC,2020,,962.590226473892
HPC,2021,,1061.41414950431
HPC,2022,,1121.48387311982
HRV,2015,0.611397,12283.7840620053
HRV,2016,0.6354526,12820.1653893008
HRV,2017,0.6251591,13901.7878144679
HRV,2018,0.7689202,15460.3669595491
HRV,2019,0.7476171,15563.5987295029
HRV,2020,0.6477441,14807.5608543265
HRV,2021,0.6364386,17788.7865816658
HRV,2022,0.7321186,18465.5414420364
HTI,2015,-0.925938199999999,1411.12684746796
HTI,2016,-0.894686099999999,1318.40268167953
HTI,2017,-0.834199999999999,1395.23945184461
HTI,2018,-0.7667849,1496.38048970156
HTI,2019,-0.9509746,1352.17204191532
HTI,2020,-1.0389171,1290.32538667383
HTI,2021,-1.2132391,1841.33189337222
HTI,2022,-0.947002399999999,1760.62635668777
HUN,2015,0.843542,12782.9412577973
HUN,2016,0.6277681,13215.8605277789
HUN,2017,0.7324048,14736.1668157258
HUN,2018,0.6616322,16605.0570511887
HUN,2019,0.7326156,17012.8598553199
HUN,2020,0.7938892,16386.9308821258
HUN,2021,0.7337253,19030.628130329
HUN,2022,0.6701403,18428.028825614
IBD,2015,,5546.04775275527
IBD,2016,,5534.81953332907
IBD,2017,,6053.30921793356
IBD,2018,,6394.19484299789
IBD,2019,,6476.07259783679
IBD,2020,,6191.51088391849
IBD,2021,,7314.52836425795
IBD,2022,,7699.23258826186
IBT,2015,,4474.43525326247
IBT,2016,,4447.41739069513
IBT,2017,,4831.93005964107
IBT,2018,,5085.50217477104
IBT,2019,,5167.89523774326
IBT,2020,,4923.57218418891
IBT,2021,,5754.24675079938
IBT,2022,,6036.81374407089
IDA,2015,,1350.30758062232
IDA,2016,,1314.0817741131
IDA,2017,,1355.23505457315
IDA,2018,,1408.95016839901
IDA,2019,,1544.27890067061
IDA,2020,,1464.52261402905
IDA,2021,,1566.13709936781
IDA,2022,,1647.52732460307
IDB,2015,,1947.85246838642
IDB,2016,,1790.53787826053
IDB,2017,,1804.50559433385
IDB,2018,,1869.38204447614
IDB,2019,,2205.87361894796
IDB,2020,,2008.89632662853
IDB,2021,,2142.31172674601
IDB,2022,,2234.83616206483
IDN,2015,-0.5390218,3288.22269725538
IDN,2016,-0.463383,3521.46943457574
IDN,2017,-0.5816146,3798.88326174526
IDN,2018,-0.5428012,3860.95353090726
IDN,2019,-0.5802685,4106.94856160358
IDN,2020,-0.539945999999999,3853.70288774146
IDN,2021,-0.6496757,4287.17313995098
IDN,2022,-0.7624666,4730.83484836107
IDX,2015,,1023.43894668408
IDX,2016,,1054.10011053311
IDX,2017,,1110.744251052
IDX,2018,,1159.06134313704
IDX,2019,,1186.40559680864
IDX,2020,,1170.98051516892
IDX,2021,,1256.19296430735
IDX,2022,,1332.31730178708
IMN,2015,,84753.5187422732
IMN,2016,,82025.9454509241
IMN,2017,,83481.3038489014
IMN,2018,,89393.8244248812
IMN,2019,,87127.5517977404
IMN,2020,,79513.5330346598
IMN,2021,,94299.969348965
IMN,2022,,88328.548125887
IND,2015,-0.7619187,1583.99815907985
IND,2016,-0.7362183,1707.50892912243
IND,2017,-0.572111399999999,1950.10468280866
IND,2018,-0.6785888,1966.25455171679
IND,2019,-0.590466199999999,2041.42863698585
IND,2020,-0.720631199999999,1907.04251637669
IND,2021,-0.6015988,2239.61384367482
IND,2022,-0.7535037,2347.44829434623
INX,2015,,
INX,2016,,
INX,2017,,
INX,2018,,
INX,2019,,
INX,2020,,
INX,2021,,
INX,2022,,
IRL,2015,0.951695,64250.1385181257
IRL,2016,0.8856802,64129.5571542383
IRL,2017,0.9418026,72161.4047531385
IRL,2018,0.9855531,80804.1123164826
IRL,2019,0.9409046,81827.6688873996
IRL,2020,0.8785787,86514.0706108754
IRL,2021,0.7362963,103783.446284479
IRL,2022,0.8053599,105190.685952731
IRN,2015,-0.7896962,4952.73355532178
IRN,2016,-0.6448832,5710.59947089104
IRN,2017,-0.699442999999999,6000.93346404409
IRN,2018,-0.9686014,4783.01067340237
IRN,2019,-1.2556127,3997.4935449585
IRN,2020,-1.2213247,3202.50003502169
IRN,2021,-1.1577773,4605.14881318992
IRN,2022,-1.1448403,4721.20437099984
IRQ,2015,-2.2449091,4440.14189252367
IRQ,2016,-2.22917579999999,4334.42096404188
IRQ,2017,-2.1677252,4759.2846435467
IRQ,2018,-2.1719253,5646.68932074742
IRQ,2019,-2.2227253,5671.8568632942
IRQ,2020,-2.1814743,4295.18945121228
IRQ,2021,-2.1722684,4868.49431080783
IRQ,2022,-2.2294281,6520.73154560584
ISL,2015,1.2622879,53505.6964079339
ISL,2016,1.2205951,62854.0906407932
ISL,2017,1.2503574,72976.3729990975
ISL,2018,1.2958486,75633.8651351915
ISL,2019,1.556416,69296.3144361601
ISL,2020,1.3289196,60127.9393575616
ISL,2021,1.3382488,70425.4064277273
ISL,2022,1.2672872,76350.4550416502
ISR,2015,-0.6113908,36213.1041481958
ISR,2016,-0.354649699999999,37671.5389138798
ISR,2017,-0.4501475,41138.470964272
ISR,2018,-0.3446955,42362.6652754196
ISR,2019,-0.4361137,44250.6313628073
ISR,2020,-0.567841399999999,44575.5719045492
ISR,2021,-0.699899199999999,52270.9040241956
ISR,2022,-0.904996799999999,54949.621556429
ITA,2015,0.394629,30639.8829751432
ITA,2016,0.3518422,31391.5692898108
ITA,2017,0.2543499,32844.115660604
ITA,2018,0.3723628,34904.1081923834
ITA,2019,0.3223326,33812.788724868
ITA,2020,0.3322841,32091.4866621366
ITA,2021,0.4392226,36852.5425414951
ITA,2022,0.4124684,35653.9042103495
JAM,2015,0.0607252,5339.30718256806
JAM,2016,0.0960441,5302.29553353854
JAM,2017,0.1291365,5605.43541173019
JAM,2018,0.169434,5976.90362644337
JAM,2019,0.179033,6030.68896415921
JAM,2020,0.1525241,5299.04530804283
JAM,2021,0.1423135,5625.67806271236
JAM,2022,0.4525342,6626.47502388538
JEY,2015,1.458374,
JEY,2016,1.4484531,
JEY,2017,1.4496687,
JEY,2018,1.458219,
JEY,2019,1.4607852,
JEY,2020,1.246013,
JEY,2021,1.2404824,
JEY,2022,1.4633644,
JOR,2015,-0.6404285,4042.75678097555
JOR,2016,-0.538077799999999,3986.71677010853
JOR,2017,-0.444359699999999,4065.61628749384
JOR,2018,-0.322432699999999,4145.43989673265
JOR,2019,-0.2846298,4170.1144003465
JOR,2020,-0.3260056,4022.0401356135
JOR,2021,-0.390988399999999,4183.49998326866
JOR,2022,-0.311462199999999,4332.25159897931
JPN,2015,1.2226375,34960.6393843385
JPN,2016,1.1198832,39375.4731620781
JPN,2017,1.169376,38834.0529341227
JPN,2018,1.1378638,39751.1330982711
JPN,2019,1.1161393,40415.9567649547
JPN,2020,1.1325471,40028.7341726762
JPN,2021,1.1600529,40094.5599795288
JPN,2022,1.2758787,34065.6438962526
KAZ,2015,0.0342151,10196.1226255982
KAZ,2016,-0.0865605,7475.56688689424
KAZ,2017,-0.0563947,8943.08416791984
KAZ,2018,-0.1086366,9472.48527327758
KAZ,2019,-0.221063999999999,9457.12614657136
KAZ,2020,-0.2842993,8781.50797787648
KAZ,2021,-0.2325504,9983.60103576902
KAZ,2022,-0.5795614,11255.3396437881
KEN,2015,-1.2308131,1489.11959777284
KEN,2016,-1.17914689999999,1554.12610314423
KEN,2017,-1.1322093,1667.48447230835
KEN,2018,-1.1196296,1836.45275528993
KEN,2019,-1.07516719999999,1960.40808854893
KEN,2020,-1.0502651,1927.66459027849
KEN,2021,-1.11021939999999,2061.35622089594
KEN,2022,-0.962236,2109.56288513137
KGZ,2015,-0.7293545,1105.65193844261
KGZ,2016,-0.5531495,1103.27489428412
KGZ,2017,-0.2975366,1221.39046807082
KGZ,2018,-0.323764,1283.5203037417
KGZ,2019,-0.206819199999999,1421.99927504102
KGZ,2020,-0.5068231,1229.51766602907
KGZ,2021,-0.3876484,1349.99730650542
KGZ,2022,-0.422477,1739.72018344174
KHM,2015,-0.1585169,1547.32010444393
KHM,2016,-0.0778582999999999,1675.19555711109
KHM,2017,-0.153852799999999,1826.35391688754
KHM,2018,-0.1054427,2036.67377566578
KHM,2019,-0.1935314,2225.87705485686
KHM,2020,-0.2401873,2081.73914242939
KHM,2021,-0.1486895,2167.40324198499
KHM,2022,-0.0739156,2325.03050040841
KIR,2015,0.9559309,1639.85274740652
KIR,2016,0.951395,1742.66799324117
KIR,2017,0.9519508,1853.05122713319
KIR,2018,0.95586,1912.73809378187
KIR,2019,1.0992501,1750.9977188915
KIR,2020,1.1749608,1751.78249168214
KIR,2021,1.1647191,2222.04819501897
KIR,2022,1.2429196,2069.7671726925
KNA,2015,0.663933,20328.8003530109
KNA,2016,0.6608669,21387.5415511103
KNA,2017,0.6612426,22464.9899633959
KNA,2018,0.6638851,22901.3816403197
KNA,2019,0.6646782,23595.4923231291
KNA,2020,0.9164728,18859.0190361046
KNA,2021,0.9147636,18361.1449697886
KNA,2022,0.9177056,21011.5744209816
KOR,2015,0.667684,30171.7906545222
KOR,2016,0.5156398,30832.0628072516
KOR,2017,0.6254761,33296.9845439195
KOR,2018,0.8705137,35363.9508228687
KOR,2019,0.8544821,33826.9443301597
KOR,2020,0.8679972,33645.7719545073
KOR,2021,0.9005342,37518.4635305697
KOR,2022,0.855673,34822.4048404971
KWT,2015,-0.1466244,29882.2126495698
KWT,2016,-0.0213093,27323.6890735517
KWT,2017,0.0018547,29047.6536135703
KWT,2018,0.2360921,32067.9623756889
KWT,2019,0.2460837,31707.8737443551
KWT,2020,0.1554026,25236.0755848941
KWT,2021,0.1542148,34018.6342592913
KWT,2022,0.1041664,39981.7691035833
LAC,2015,,8308.73911709951
LAC,2016,,7977.19727122285
LAC,2017,,8827.8501051856
LAC,2018,,8484.48335233409
LAC,2019,,8282.78290882792
LAC,2020,,6904.27677369596
LAC,2021,,7970.6164425206
LAC,2022,,9111.34927084769
LAO,2015,0.4046383,2121.01339097363
LAO,2016,0.3452009,2303.22156035363
LAO,2017,0.2776591,2432.43059478511
LAO,2018,0.2651475,2545.1075420815
LAO,2019,0.3582008,2589.32081035237
LAO,2020,0.5456553,2583.77730696131
LAO,2021,0.583086,2526.05105018529
LAO,2022,0.7033051,2046.40440255621
LBN,2015,-1.3952938,7714.1099998804
LBN,2016,-1.3333648,8089.012088155
LBN,2017,-1.3393518,8608.21084982387
LBN,2018,-1.2146005,9174.53666204759
LBN,2019,-1.3398887,8905.88005497437
LBN,2020,-1.3492491,5561.19166950397
LBN,2021,-1.3231817,4045.37391066234
LBN,2022,-1.34257539999999,3654.35845534878
LBR,2015,-0.5851773,692.590082351257
LBR,2016,-0.453136899999999,714.613063145659
LBR,2017,-0.2701752,699.269095727404
LBR,2018,-0.0185577,692.203127129794
LBR,2019,-0.2571938,658.164180770507
LBR,2020,-0.220102599999999,616.787867006715
LBR,2021,-0.2103506,667.96610514319
LBR,2022,-0.2807974,744.617175237387
LBY,2015,-2.2100778,7458.48917756374
LBY,2016,-2.2576529,7525.80299308216
LBY,2017,-2.29431519999999,9965.83236729757
LBY,2018,-2.28391459999999,11196.5854810844
LBY,2019,-2.25895969999999,9963.19489084483
LBY,2020,-2.2231779,6650.33810585348
LBY,2021,-2.2069296,4935.82787349801
LBY,2022,-2.00397249999999,5986.63694851258
LCA,2015,0.7434287,10334.9860823918
LCA,2016,0.9130972,10638.1269396653
LCA,2017,0.8668533,11333.1123822102
LCA,2018,0.8694958,11642.6984727769
LCA,2019,0.8702889,11794.0597229805
LCA,2020,0.8698532,8411.07474936367
LCA,2021,0.868144,10459.1321248092
LCA,2022,1.0438207,13103.8243147472
LCN,2015,,8547.2373391789
LCN,2016,,8241.45140922665
LCN,2017,,9065.54817792866
LCN,2018,,8778.37906311973
LCN,2019,,8539.39776066424
LCN,2020,,7168.64740599577
LCN,2021,,8291.07156305024
LCN,2022,,9408.84820249156
LDC,2015,,982.894810600519
LDC,2016,,966.721782937566
LDC,2017,,1035.19428808636
LDC,2018,,1080.56177999961
LDC,2019,,1105.24693378698
LDC,2020,,1088.72161311357
LDC,2021,,1175.55718251136
LDC,2022,,1299.36172423082
LIC,2015,,740.889503942237
LIC,2016,,633.792954627598
LIC,2017,,634.710788724745
LIC,2018,,645.846067078285
LIC,2019,,645.998249720369
LIC,2020,,605.437906755342
LIC,2021,,651.812637638679
LIC,2022,,734.204117595357
LIE,2015,1.5056039,167187.15730982
LIE,2016,1.5021925,165375.491396259
LIE,2017,1.5026105,170547.092298954
LIE,2018,1.5055506,174988.775083446
LIE,2019,1.6431087,166907.839305016
LIE,2020,1.6427344,164671.093553454
LIE,2021,1.5846135,201944.830335076
LIE,2022,1.5871411,188055.003235348
LKA,2015,-0.0885947,4057.7158346231
LKA,2016,-0.1436337,4149.19190775593
LKA,2017,-0.179121299999999,4398.88828068715
LKA,2018,-0.2597255,4358.56095906047
LKA,2019,-0.173798099999999,4081.94772722003
LKA,2020,-0.1154138,3847.60137695639
LKA,2021,-0.510938,3996.96240014909
LKA,2022,-0.7621199,3342.63650253855
LMC,2015,,1848.28029294397
LMC,2016,,1895.24399500136
LMC,2017,,2026.19304074045
LMC,2018,,2085.0452543512
LMC,2019,,2228.84805859217
LMC,2020,,2121.61421722256
LMC,2021,,2369.9577651033
LMC,2022,,2493.61487371356
LMY,2015,,4284.85686298442
LMY,2016,,4274.9314240157
LMY,2017,,4615.000484095
LMY,2018,,4853.74507668345
LMY,2019,,4943.24879858439
LMY,2020,,4732.82727829687
LMY,2021,,5524.24398933119
LMY,2022,,5741.78381882953
LSO,2015,-0.208938699999999,1121.19851342518
LSO,2016,-0.2746129,992.491840678465
LSO,2017,-0.2021614,1069.36673247542
LSO,2018,-0.1397918,1170.65569702819
LSO,2019,-0.287980099999999,1082.05706777516
LSO,2020,-0.1451933,918.582574704447
LSO,2021,-0.1334002,1066.58645143823
LSO,2022,-0.128161,1030.12582947757
LTE,2015,,8331.63270803563
LTE,2016,,8297.33610796797
LTE,2017,,9138.44134545505
LTE,2018,,9966.81160876463
LTE,2019,,10120.3125161359
LTE,2020,,9873.93519864422
LTE,2021,,11759.7974990154
LTE,2022,,12286.0846812169
LTU,2015,0.9444776,14269.8039878287
LTU,2016,0.9545715,14934.2702840428
LTU,2017,0.8922634,16800.1510246099
LTU,2018,0.9070273,19247.2315367967
LTU,2019,0.9825192,19608.7943945553
LTU,2020,1.1506312,20428.6478157394
LTU,2021,1.0111257,23870.4594851722
LTU,2022,0.963939,25085.784063499
LUX,2015,1.4125194,105462.012584423
LUX,2016,1.3457296,106899.293549552
LUX,2017,1.2715421,110193.213797228
LUX,2018,1.3055181,116926.759593905
LUX,2019,1.3055593,112696.649059674
LUX,2020,1.2105167,116860.02817236
LUX,2021,1.1450494,134965.815442152
LUX,2022,1.0244114,123719.658915996
LVA,2015,0.7167386,13321.9753140616
LVA,2016,0.6434248,13838.5266823272
LVA,2017,0.6631827,15132.4958333982
LVA,2018,0.6632555,17252.1710428626
LVA,2019,0.6780506,17294.9751600969
LVA,2020,0.726286,17564.2321549354
LVA,2021,0.8069842,20261.8887788916
LVA,2022,0.7798656,20221.103686109
MAC,2015,1.1400764,69902.9605741233
MAC,2016,1.3130313,68911.6755919628
MAC,2017,1.3135357,77570.9876166977
MAC,2018,1.1477542,83588.2875009014
MAC,2019,1.1488191,81882.6964523869
MAC,2020,1.0596983,36883.6652578543
MAC,2021,0.9688675,44884.8961602393
MAC,2022,0.9728177,36806.891255461
MAF,2015,,
MAF,2016,,
MAF,2017,,
MAF,2018,,
MAF,2019,,19033.0649634889
MAF,2020,,
MAF,2021,,21668.3776525323
MAF,2022,,
MAR,2015,-0.4546654,3146.24780273438
MAR,2016,-0.4710854,3140.85546875
MAR,2017,-0.5065227,3296.52661132813
MAR,2018,-0.426450799999999,3501.69799804688
MAR,2019,-0.390399499999999,3508.09765625
MAR,2020,-0.409449199999999,3268.0302734375
MAR,2021,-0.4686437,3785.93627929688
MAR,2022,-0.492008,3463.1376953125
MCO,2015,1.2059066,170437.101188261
MCO,2016,1.2026488,173604.753555915
MCO,2017,1.5452189,170663.375247872
MCO,2018,1.5480267,188298.315668437
MCO,2019,1.5488694,193746.785647412
MCO,2020,1.2062355,176891.886538492
MCO,2021,1.2044193,223823.363960226
MCO,2022,1.3786309,226052.001905201
MDA,2015,-0.1714471,2749.55137054338
MDA,2016,-0.1842961,2847.08794770479
MDA,2017,-0.181840299999999,3453.26727720294
MDA,2018,-0.2383059,4156.44981956646
MDA,2019,-0.1474608,4405.33418162155
MDA,2020,-0.149089399999999,4375.7788930524
MDA,2021,-0.0451684,5274.60582195352
MDA,2022,-0.2465629,5744.29618434435
MDG,2015,-0.526357699999999,445.320069480568
MDG,2016,-0.4661162,453.970714522463
MDG,2017,-0.535016199999999,491.866848718929
MDG,2018,-0.7625617,500.45718552916
MDG,2019,-0.529453,499.818837622534
MDG,2020,-0.574674,450.771615201509
MDG,2021,-0.4612648,483.469463351195
MDG,2022,-0.525026099999999,503.51453347296
MDV,2015,0.0821002,9644.90655028145
MDV,2016,0.079118,9947.80744731739
MDV,2017,-0.0431782999999999,10509.628805812
MDV,2018,-0.135999999999999,11423.2838427029
MDV,2019,-0.0811059,11740.2724029785
MDV,2020,0.2036825,7393.8886543933
MDV,2021,0.4430279,10176.143882547
MDV,2022,0.2721525,11786.0191492983
MEA,2015,,5125.68064083245
MEA,2016,,5126.05331639032
MEA,2017,,5279.47951180077
MEA,2018,,5545.88899607591
MEA,2019,,5412.42875673528
MEA,2020,,4742.76402632259
MEA,2021,,5615.91186098726
MEA,2022,,6430.53553485753
MEX,2015,-0.892263399999999,10021.2386118827
MEX,2016,-0.833912099999999,9097.92397674769
MEX,2017,-1.0455954,9649.27816772402
MEX,2018,-0.927316799999999,10084.7937562021
MEX,2019,-0.8974274,10369.5553585271
MEX,2020,-0.7772933,8841.27075039868
MEX,2021,-0.736204699999999,10314.0506722115
MEX,2022,-0.5890439,11405.7940473759
MHL,2015,1.1425008,3764.34426229508
MHL,2016,0.8824277,4229.80988911945
MHL,2017,1.1385207,4592.83457628576
MHL,2018,1.14243,4858.12079054875
MHL,2019,1.1508696,5292.33985502306
MHL,2020,1.0394581,5661.96787336674
MHL,2021,1.004613,6315.31279603534
MHL,2022,1.2819745,6455.66062185762
MIC,2015,,4602.51682691609
MIC,2016,,4605.60639396078
MIC,2017,,4982.00575599033
MIC,2018,,5248.39737081301
MIC,2019,,5353.79775844374
MIC,2020,,5134.62007912707
MIC,2021,,6007.32308658146
MIC,2022,,6248.00962014697
MKD,2015,-0.2204312,5262.68671928674
MKD,2016,-0.3424451,5598.48622617967
MKD,2017,-0.249481799999999,5955.2973863451
MKD,2018,-0.1184433,6713.98925398989
MKD,2019,0.0391432,6718.85826635458
MKD,2020,0.0891281999999999,6659.59651070776
MKD,2021,0.0908151,7620.80296977508
MKD,2022,0.3218511,7606.2375253797
MLI,2015,-1.5535933,838.11986940103
MLI,2016,-1.5338819,872.468587171653
MLI,2017,-1.71864139999999,924.057531692284
MLI,2018,-1.87828559999999,996.379292136901
MLI,2019,-2.05500729999999,971.949318638092
MLI,2020,-2.0594968,953.242943290974
MLI,2021,-2.3319481,1027.27345365357
MLI,2022,-2.4680844,976.914116406452
MLT,2015,0.9507103,25529.6813337717
MLT,2016,0.9368787,26459.0770929988
MLT,2017,1.082828,30317.2443175543
MLT,2018,1.1121321,33382.2677499267
MLT,2019,0.9193493,32421.9179752262
MLT,2020,0.9914658,31823.4363934505
MLT,2021,0.9318346,38096.8360735119
MLT,2022,0.9316852,35638.8869457406
MMR,2015,-1.123947,1166.73305547935
MMR,2016,-1.01961219999999,1229.19713491328
MMR,2017,-1.24136,1272.82241815234
MMR,2018,-1.29787299999999,1298.21310327675
MMR,2019,-1.3625611,1425.98954241668
MMR,2020,-1.5318775,1490.21683599469
MMR,2021,-2.09394989999999,1242.7213439951
MMR,2022,-2.2412758,1158.05005055976
MNA,2015,,2802.63134980954
MNA,2016,,2863.14057781135
MNA,2017,,2859.85560174494
MNA,2018,,2809.30894215325
MNA,2019,,2695.63342343005
MNA,2020,,2408.49731335268
MNA,2021,,2753.47858029524
MNA,2022,,3015.7557973385
MNE,2015,0.2272366,6421.00307345999
MNE,2016,0.2828464,6968.01539365317
MNE,2017,0.0506422,7674.2813940676
MNE,2018,0.131692,8673.59128084795
MNE,2019,0.1956009,8749.02375172644
MNE,2020,0.0295754,7538.53635992191
MNE,2021,-0.0332398999999999,9317.15520065156
MNE,2022,0.0236518,10024.5435616209
MNG,2015,0.7608377,3838.92126989984
MNG,2016,0.7157785,3619.90026383792
MNG,2017,0.716039,3645.96708669551
MNG,2018,0.7490657,4107.64288528468
MNG,2019,0.7382926,4347.54610314873
MNG,2020,0.7498288,4001.25193077703
MNG,2021,0.7338327,4517.61578018785
MNG,2022,0.6315013,4993.51487463495
MNP,2015,,17665.1007493109
MNP,2016,,24225.474169342
MNP,2017,,31225.6049960968
MNP,2018,,26509.3628379893
MNP,2019,,24496.6652122421
MNP,2020,,18220.8382427201
MNP,2021,,19455.50139424
MNP,2022,,23785.754590043
MOZ,2015,-0.6842917,610.563774706589
MOZ,2016,-1.2808563,441.489734819071
MOZ,2017,-1.06530219999999,470.93856305196
MOZ,2018,-0.798038799999999,517.507260258101
MOZ,2019,-0.8295224,519.09255091362
MOZ,2020,-1.34575129999999,462.433876479921
MOZ,2021,-1.2675269,509.907829475551
MOZ,2022,-1.3208653,578.251663751351
MRT,2015,-0.776510199999999,1554.94897871782
MRT,2016,-0.9065538,1565.76575722696
MRT,2017,-0.7637873,1615.00401327323
MRT,2018,-0.748524899999999,1722.93528854073
MRT,2019,-0.645438,1767.072710621
MRT,2020,-0.6263455,1795.76459566714
MRT,2021,-0.5222228,1947.78918383313
MRT,2022,-0.2992865,1960.35240077424
MTQ,2015,0.8160725,
MTQ,2016,0.8121773,
MTQ,2017,0.8126545,
MTQ,2018,0.8160116,
MTQ,2019,0.6568021,
MTQ,2020,0.4960318,
MTQ,2021,0.4938604,
MTQ,2022,0.497598,
MUS,2015,1.0248107,9630.5437837507
MUS,2016,1.0313567,10095.1225574156
MUS,2017,1.0144918,10986.7034093005
MUS,2018,0.8991856,11818.7480619272
MUS,2019,0.9291254,11568.2533399824
MUS,2020,0.928832,9135.84773751062
MUS,2021,0.9264413,9177.71195973013
MUS,2022,0.8607357,10246.5017455553
MWI,2015,-0.0522558,539.605363240686
MWI,2016,-0.2578002,450.506105510719
MWI,2017,-0.313000899999999,495.769683367165
MWI,2018,-0.3896791,533.202567189331
MWI,2019,-0.2824512,580.889139762475
MWI,2020,-0.0766165999999999,602.507478176106
MWI,2021,-0.102843499999999,617.446994451007
MWI,2022,-0.166924,604.269740360317
MYS,2015,0.0447869,9648.6797937523
MYS,2016,-0.0158376,9476.53409809923
